date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Maine.1
2/24/2020,1,2,0,2,1,1,1,3,-1,1,-1,1,3,3,2,3,3,2,-2,-5,3,-4,1,2,0,6,2,2,1,0,2,2,-4,-2,2,3,2,2,2,-2,1,2,2,2,3,-2,2,-1,2,3,3,null
2/25/2020,1,2,0,2,2,2,2,3,0,1,0,1,3,3,2,3,3,2,-7,-3,3,-2,3,2,-1,6,2,2,0,-1,2,2,-2,-2,3,3,2,2,3,0,1,2,2,3,3,-3,2,0,2,3,2,null
2/26/2020,1,3,1,2,2,3,2,3,0,1,0,1,3,2,2,3,3,2,-9,-1,3,-1,1,2,-1,6,2,2,0,-3,2,2,0,-2,3,2,2,2,3,1,1,2,2,3,3,-3,2,1,2,3,2,null
2/27/2020,1,3,1,2,2,3,2,3,1,1,1,1,3,2,2,3,4,2,-9,0,3,1,0,2,0,6,2,2,0,-5,2,2,1,0,3,2,2,2,3,2,2,2,2,3,3,-4,2,1,2,3,3,null
2/28/2020,1,3,1,2,2,3,3,3,2,1,2,1,3,2,1,4,4,2,-9,1,3,3,0,2,0,6,2,2,1,-6,2,2,3,3,3,1,2,2,3,3,2,1,2,3,3,-5,3,2,1,3,2,null
2/29/2020,1,3,2,2,3,3,3,3,2,1,2,1,3,2,1,4,4,2,-9,2,3,3,0,3,0,6,2,3,1,-6,2,3,3,3,3,1,3,2,2,3,2,1,2,2,3,-6,3,2,1,3,2,null
3/1/2020,1,4,3,3,2,3,3,3,2,2,2,1,4,2,1,4,4,2,-8,2,3,3,-1,3,0,6,2,3,1,-7,2,3,3,3,3,1,3,3,2,3,2,1,3,3,3,-6,3,2,1,3,2,null
3/2/2020,2,4,3,3,2,3,3,3,2,1,2,1,4,2,1,4,4,2,-6,2,3,3,-1,3,1,6,2,3,1,-5,2,3,3,3,3,1,3,2,2,3,2,1,3,3,3,-5,3,2,1,3,2,null
3/3/2020,2,4,3,3,2,4,3,3,2,1,2,1,4,2,1,4,5,2,0,2,3,2,-1,3,2,6,2,3,1,-3,3,3,3,2,3,1,3,2,2,3,2,2,1,3,2,-6,2,2,1,3,3,null
3/4/2020,2,4,3,3,2,4,3,3,2,1,2,1,4,2,2,4,5,2,1,1,3,2,1,3,2,7,2,3,1,-1,3,3,3,2,3,1,3,2,2,3,2,2,1,2,2,-4,2,1,1,3,3,null
3/5/2020,2,4,3,3,2,4,3,3,2,1,1,1,4,2,2,4,5,2,2,3,3,3,2,3,2,7,2,3,1,1,3,3,4,2,3,2,3,2,2,3,2,3,1,3,2,-2,2,0,2,3,3,null
3/6/2020,2,3,2,3,2,3,3,3,2,1,1,1,4,3,2,4,5,2,3,3,3,3,2,2,2,7,2,2,1,3,3,3,4,2,3,2,3,2,2,3,2,3,0,3,2,-1,1,-2,2,3,3,null
3/7/2020,3,2,2,3,2,3,3,3,2,1,1,1,4,3,3,4,5,2,3,3,3,2,3,2,2,7,2,2,1,3,3,3,4,2,3,3,3,2,2,3,2,3,1,3,2,-1,1,-2,2,3,3,null
3/8/2020,3,2,2,3,2,3,3,3,2,1,1,1,4,3,2,4,4,2,3,3,3,2,3,2,2,7,2,2,1,3,3,3,4,2,3,2,3,2,2,2,2,3,0,3,2,0,1,-3,2,3,3,null
3/9/2020,3,0,0,3,2,3,2,2,1,1,1,1,4,3,2,4,4,2,2,3,3,2,3,1,0,6,2,1,0,3,3,3,3,1,3,2,3,1,1,2,2,2,0,1,2,0,1,-4,2,3,3,null
3/10/2020,2,-1,-1,3,1,3,2,2,0,1,1,1,3,2,2,4,3,2,2,3,3,2,2,0,-2,6,2,0,-1,2,2,3,3,1,3,2,3,1,1,2,1,2,1,-1,2,2,1,-5,2,3,3,null
3/11/2020,3,-3,-3,3,0,3,2,2,0,1,1,1,3,2,2,4,2,1,2,3,2,1,2,0,-3,6,2,-1,-1,2,1,2,2,1,3,2,3,1,1,1,1,2,1,-3,2,1,1,-7,1,3,3,null
3/12/2020,2,-4,-5,3,-1,2,1,2,-2,0,1,1,3,1,1,4,1,1,2,3,2,0,2,-1,-5,5,1,-2,-1,2,0,1,1,0,3,1,3,1,0,1,2,1,1,-5,2,1,0,-8,1,3,3,null
3/13/2020,2,-6,-7,2,-2,1,-1,1,-4,-1,0,0,3,1,1,3,-1,0,1,2,1,-3,1,-2,-6,4,1,-4,-2,1,-1,0,-1,0,2,0,1,0,-1,0,1,0,0,-7,0,0,-1,-9,0,2,2,null
3/14/2020,1,-6,-7,2,-3,0,-2,0,-5,-1,-1,-1,2,0,0,2,-2,-1,1,2,0,-3,0,-2,-7,3,0,-5,-3,0,-3,-1,-2,-1,1,-1,0,-2,-2,-1,1,-1,-1,-8,-1,-1,-2,-10,0,2,1,null
3/15/2020,0,-7,-8,1,-5,-2,-3,-2,-8,-2,-3,-1,1,-2,-1,1,-3,-2,0,1,-2,-5,-1,-3,-8,2,-1,-5,-4,-1,-4,-2,-3,-2,1,-2,-1,-3,-3,-2,0,-2,-2,-9,-3,-2,-3,-11,-1,1,0,null
3/16/2020,-1,-7,-10,-2,-8,-6,-7,-5,-14,-4,-6,-4,-1,-4,-4,-2,-5,-4,-2,-1,-6,-9,-4,-5,-8,0,-4,-7,-5,-3,-8,-5,-7,-4,-2,-5,-4,-7,-6,-5,-2,-4,-4,-11,-7,-4,-6,-14,-3,-1,-3,null
3/17/2020,-4,-8,-12,-5,-13,-11,-11,-9,-21,-8,-9,-7,-4,-9,-7,-5,-9,-7,-5,-5,-10,-15,-8,-8,-10,-3,-7,-9,-9,-7,-12,-9,-11,-7,-4,-8,-7,-11,-10,-10,-4,-7,-7,-13,-11,-7,-11,-17,-6,-4,-6,null
3/18/2020,-7,-10,-15,-9,-18,-17,-16,-13,-28,-11,-13,-11,-8,-14,-10,-9,-12,-10,-9,-9,-16,-20,-13,-12,-11,-7,-11,-12,-14,-11,-18,-13,-16,-11,-7,-12,-11,-15,-15,-14,-7,-10,-10,-16,-17,-12,-15,-21,-9,-9,-9,null
3/19/2020,-11,-12,-18,-12,-22,-23,-21,-17,-35,-15,-17,-15,-12,-19,-14,-13,-16,-14,-12,-14,-21,-26,-18,-17,-13,-11,-15,-15,-20,-15,-23,-17,-21,-14,-10,-17,-16,-20,-20,-19,-10,-13,-13,-19,-22,-16,-20,-25,-12,-13,-14,null
3/20/2020,-15,-14,-21,-16,-28,-29,-25,-22,-41,-19,-21,-19,-16,-24,-18,-18,-19,-17,-16,-18,-26,-30,-22,-21,-15,-16,-19,-18,-26,-20,-28,-21,-26,-18,-14,-21,-19,-24,-25,-24,-14,-16,-16,-22,-26,-21,-24,-28,-15,-18,-17,null
3/21/2020,-18,-17,-24,-18,-31,-32,-28,-25,-45,-23,-23,-22,-18,-27,-21,-20,-21,-20,-20,-22,-30,-34,-26,-25,-18,-18,-22,-19,-32,-23,-32,-24,-30,-20,-17,-24,-21,-27,-29,-27,-16,-17,-19,-25,-29,-25,-27,-31,-18,-21,-20,null
3/22/2020,-21,-20,-27,-21,-35,-35,-31,-28,-49,-26,-26,-26,-21,-32,-24,-23,-23,-23,-23,-25,-33,-37,-30,-28,-21,-22,-25,-22,-38,-27,-36,-27,-35,-23,-20,-27,-24,-30,-33,-30,-20,-19,-22,-28,-31,-28,-29,-34,-21,-25,-23,null
3/23/2020,-24,-23,-30,-23,-39,-38,-34,-30,-52,-29,-29,-28,-25,-36,-27,-26,-25,-26,-26,-29,-36,-40,-33,-32,-23,-25,-27,-24,-42,-30,-41,-29,-39,-26,-22,-30,-26,-33,-37,-33,-23,-20,-24,-30,-33,-33,-32,-37,-24,-28,-25,null
3/24/2020,-27,-27,-32,-26,-41,-40,-36,-33,-54,-31,-31,-31,-27,-39,-30,-28,-27,-29,-30,-31,-38,-43,-37,-34,-25,-28,-29,-26,-45,-33,-43,-31,-43,-28,-24,-33,-28,-35,-40,-34,-25,-21,-27,-32,-35,-36,-34,-39,-27,-31,-27,null
